"V1";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44";"V45";"V46";"V47";"V48";"V49";"V50";"V51";"V52";"V53";"V54";"V55";"V56";"V57";"V58";"V59";"V60";"V61";"V62";"V63";"V64";"V65";"V66";"V67";"V68";"V69";"V70";"V71";"V72";"V73";"V74";"V75";"V76";"V77";"V78";"V79";"V80";"V81";"V82";"V83";"V84";"V85";"V86";"V87";"V88";"V89";"V90";"V91";"V92";"V93";"V94";"V95";"V96";"V97";"V98";"V99";"V100";"V101";"V102";"V103";"V104";"V105";"V106";"V107";"V108";"V109";"V110";"V111";"V112";"V113";"V114";"V115";"V116";"V117";"V118";"V119";"V120";"V121";"V122";"V123";"V124";"V125";"V126";"V127";"V128";"V129";"V130";"V131";"V132";"V133";"V134";"V135";"V136";"V137";"V138";"V139";"V140";"V141";"V142";"V143";"V144";"V145";"V146";"V147";"V148";"V149";"V150";"V151";"V152";"V153";"V154";"V155";"V156";"V157";"V158";"V159";"V160";"V161";"V162";"V163";"V164";"V165";"V166";"V167";"V168";"V169";"V170";"V171";"V172";"V173";"V174";"V175";"V176";"V177";"V178";"V179";"V180";"V181";"V182";"V183";"V184";"V185";"V186";"V187";"V188";"V189";"V190";"V191";"V192";"V193";"V194";"V195";"V196";"V197";"V198";"V199";"V200";"V201";"V202";"V203";"V204";"V205";"V206";"V207";"V208";"V209";"V210";"V211";"V212";"V213";"V214";"V215";"V216";"V217";"V218";"V219";"V220";"V221";"V222";"V223";"V224";"V225";"V226";"V227";"V228";"V229";"V230";"V231";"V232";"V233";"V234";"V235";"V236";"V237";"V238";"V239";"V240";"V241";"V242";"V243";"V244";"V245";"V246";"V247";"V248";"V249";"V250";"V251";"V252";"V253";"V254";"V255";"V256";"V257";"V258";"V259";"V260";"V261";"V262";"V263";"V264";"V265";"V266";"V267";"V268";"V269";"V270";"V271";"V272";"V273";"V274";"V275";"V276";"V277";"V278";"V279";"V280";"V281";"V282";"V283";"V284";"V285";"V286";"V287";"V288";"V289";"V290";"V291";"V292";"V293";"V294";"V295";"V296";"V297";"V298";"V299";"V300";"V301";"V302";"V303";"V304";"V305";"V306";"V307";"V308";"V309";"V310";"V311";"V312";"V313";"V314";"V315";"V316"
12516;2002;1;6;5;9900;256;200;800;700;530;2;0;1;1;1;0;0;1;3;3;2;24;8;;3;2;;3;3;7;3;9;3;1;4;7;1;4;6;7;4;8;6;7;2;1;3;2;;3;2;2;2;2;1;2;3;2;8;1;1;2;2;1;2;2;1;2;1;3;2;3;2;2;4;3;5;3;4;4;3;3;4;2;4;2;2;3;2;1;1;2;2;2;3;2;1;2;1;2;1;2;2;1;3;3;3;4;1;2;1;2;1;3;1;4;3;4;2;2;2;4;4;3;4;2;4;4;4;5;1;2;4;5;4;4;3;2;1;4;4;3;5;4;4;4;4;1;2;2;1;2;4;3;2;5;4;4;2;3;5;5;3;2;2;2;3;1;3;2;1;2;1;2;3;2;2;3;1;1;1;1;2;8;6;7;8;5;9;5;9;1;2;4;3;4;1;4;2;5;2;4;3;2;4;3;4;2;4;2;4;4;2;5;3;3;2;4;2;3;4;2;4;3;3;2;4;2;3;4;4;2;2;4;5;1;4;2;;2;;1;1;3;3;1;2;2;;1;3;1;2;1;1;4;1;1;4;2;3;3;10;;1;3;1;38;2;7;12;3;2;1;0;0;0;9900;2;3;2;1;1370;1370;10;;;;;;;;;;;1;63;6;;;;2;;;200;700;600;650;12529;1,2529;1,01177;15;1,244155
12516;2002;1;17;3;9900;256;571;400;410;490;4;0;1;1;1;0;0;3;6;3;1;67;;;1;1;1;1;1;4;3;5;3;10;2;9;0;4;4;5;4;9;5;10;6;2;;;5;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;3;3;4;4;4;5;3;3;5;5;4;4;2;1;3;3;3;3;2;1;3;3;2;2;3;1;1;2;3;3;3;1;2;3;3;4;4;2;1;1;2;1;3;1;1;4;3;1;1;1;1;3;1;1;5;1;5;2;1;1;5;1;3;5;5;2;2;1;2;1;1;3;5;3;1;1;1;1;1;1;1;4;2;2;5;2;2;2;1;3;2;4;5;3;4;1;3;2;1;1;3;3;3;3;2;2;3;2;2;2;2;3;7;4;4;4;5;8;2;6;2;2;2;2;2;1;4;1;4;1;3;3;4;4;5;4;5;3;5;4;4;4;3;3;2;3;2;3;2;2;1;2;1;5;1;4;1;5;4;4;1;1;2;4;2;3;2;;2;;2;2;1;1;1;2;1;5;1;7;2;2;2;2;4;1;1;1;1;1;1;1;1;1;1;1;55;4;8;8;3;1;0;0;1;0;9900;3;2;1;1;250;250;1;1;1;;82710;1510;1510;;;;6;1;46;4;134;8;5;1;8271;;540;400;410;490;15114;1,5114;1,10529;15;1,735556
12516;2002;1;16;4;9900;256;530;702;572;;3;0;0;0;1;0;0;3;8;3;2;90;;;8;2;;8;8;5;5;4;3;3;4;10;4;5;6;3;3;2;3;9;4;1;7;2;;3;3;2;3;2;3;2;2;2;3;2;2;2;3;2;1;1;1;1;2;1;2;2;3;3;4;3;4;4;2;4;8;4;3;2;1;2;3;2;3;2;2;3;3;2;1;2;1;1;2;3;2;2;1;3;3;2;3;4;2;1;2;1;1;3;1;4;1;4;2;3;2;4;2;1;2;5;2;2;4;4;2;1;2;3;5;4;4;8;8;4;2;2;3;2;2;2;1;1;4;1;1;3;2;2;2;2;2;2;4;3;1;2;3;4;8;4;2;2;3;2;2;2;4;3;4;2;3;4;3;3;3;3;5;18;18;18;18;18;18;18;18;18;2;2;2;2;1;3;1;2;2;4;8;3;8;3;4;4;8;4;4;8;3;8;8;8;4;8;8;2;1;2;2;2;1;1;8;1;8;8;8;8;8;8;8;8;3;2;;2;;2;2;3;2;1;2;1;7;1;7;2;2;2;2;3;1;1;18;;1;97;10;;1;97;2;49;3;6;11;3;2;1;0;0;0;9900;3;2;1;1;180;185;4;1;1;;41901;5150;5150;;;;8;2;52;5;133;5;3;1;4190;;650;611;550;;15442;1,5442;0,9075;15;1,387371
12516;2002;2;17;2;9560;75;720;530;740;571;3;0;1;1;1;0;0;3;1;3;3;9;6;;13;1;1;82;1;6;0;0;0;4;8;4;0;4;0;4;0;5;8;6;0;2;;;18;3;1;1;1;1;2;2;1;2;2;1;1;2;1;2;1;3;1;2;2;3;2;3;2;2;2;2;3;4;2;2;3;3;2;2;1;1;1;8;3;2;2;3;3;2;2;1;2;1;3;3;2;8;1;3;3;2;3;4;1;2;1;2;1;3;2;3;1;3;2;4;2;1;2;2;4;5;4;5;5;5;2;1;3;3;5;5;5;1;4;5;2;2;5;3;3;2;1;1;3;2;1;1;2;3;3;3;2;2;2;3;4;4;4;5;3;1;2;2;2;2;2;2;3;2;2;2;1;2;3;2;3;2;5;5;5;6;9;2;10;1;7;0;5;5;3;4;1;3;3;2;3;2;2;2;2;1;2;1;2;2;5;5;4;4;4;5;4;5;4;5;8;1;5;1;3;1;1;3;5;5;5;3;1;5;5;1;3;2;;2;;2;2;4;2;1;1;1;18;2;;2;2;2;1;2;1;1;2;2;3;1;1;1;1;1;1;66;3;8;10;3;2;0;1;0;0;9560;1;2;2;1;120;120;5;1;1;;12242;4500;4500;;;;1;1;35;3;131;2;2;1;1224;;620;650;630;540;15534;1,5534;1,05558;7;1,631536
12516;2002;2;17;3;9560;75;210;600;572;720;2;0;1;1;0;0;0;3;1;1;3;50;5;;1;1;;1;1;9;6;4;8;3;5;5;7;8;7;4;8;3;7;4;8;1;1;2;;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;3;2;3;4;1;1;2;2;3;3;3;3;3;2;2;4;2;3;3;3;3;2;2;3;2;3;2;2;2;2;3;2;2;2;2;3;2;3;4;2;2;2;1;1;2;1;1;1;2;4;4;3;4;4;2;2;1;3;2;2;3;2;2;2;1;4;3;3;2;3;2;2;2;4;3;3;3;2;2;3;4;2;2;2;2;2;2;3;2;3;2;2;2;2;2;2;2;1;2;2;1;1;2;2;3;4;3;3;4;2;2;3;2;4;4;4;5;8;4;10;5;8;0;2;2;1;2;1;2;1;2;2;4;4;2;4;1;4;4;3;3;3;3;2;4;1;3;2;4;4;3;3;2;5;1;3;2;5;4;5;5;5;3;1;4;4;2;4;1;2;2;;1;1;2;1;1;2;1;1;1;4;1;2;1;2;3;2;1;1;1;1;1;10;;1;1;1;55;3;1;5;3;2;0;0;1;0;9560;1;3;6;4;;;1;4;9;;;;;93200;2800;2800;5;1;46;4;;;;;;9320;210;900;550;620;13709;1,3709;1,05558;7;1,439856
12516;2002;2;17;4;9560;75;571;210;720;;4;0;0;0;1;0;0;3;8;2;3;55;6;;1;2;2;90;1;3;2;3;4;8;1;8;0;2;2;4;7;8;3;5;2;2;;;18;3;1;1;1;2;2;2;2;2;2;2;2;2;1;2;1;1;1;1;2;1;2;1;1;2;2;2;4;4;3;4;3;5;4;1;2;1;3;3;3;1;1;2;1;2;2;2;1;1;2;3;2;2;2;1;2;2;3;2;1;2;1;2;1;3;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;5;1;1;2;1;1;1;2;1;1;1;1;1;4;1;2;1;2;3;2;1;2;2;4;3;1;2;2;1;2;4;1;3;3;2;2;3;1;1;3;2;1;2;2;2;3;3;2;5;5;8;6;2;4;2;8;2;4;4;3;4;1;4;2;5;1;3;3;2;4;1;4;1;5;1;5;5;4;5;3;4;3;4;3;3;3;2;4;2;4;2;4;2;5;5;4;2;2;4;4;2;3;2;;2;;2;2;3;2;1;2;1;18;1;7;2;2;2;2;3;1;1;9;;1;1;10;;2;1;1;48;4;13;13;3;1;1;0;0;0;9560;1;2;6;1;250;250;2;1;1;;83242;1510;1510;;;;8;1;53;5;134;8;5;1;8324;;540;210;620;;14545;1,4545;0,9075;7;1,306781
12516;2002;2;6;5;9560;75;571;850;740;720;3;0;1;1;1;0;0;1;1;3;3;6;5;;1;4;;5;1;7;6;3;7;0;5;3;6;7;9;4;8;0;4;1;8;2;;;4;2;1;1;8;1;2;8;1;1;1;1;1;1;1;8;2;1;3;2;2;2;3;3;2;2;2;2;3;3;1;2;3;3;2;4;2;1;3;3;3;3;2;2;2;2;3;1;3;3;2;3;2;2;2;3;2;3;3;3;2;1;1;2;1;2;4;2;1;1;4;4;4;4;5;5;3;1;3;4;1;5;1;1;4;3;3;2;5;2;3;1;2;4;4;2;4;4;5;1;3;3;1;2;8;3;3;2;3;2;4;3;2;3;1;3;4;2;2;2;4;1;1;2;4;3;4;2;2;3;2;2;2;1;1;2;3;4;8;1;10;6;9;1;3;3;2;4;1;4;2;4;3;4;3;1;4;1;3;2;4;3;3;3;2;4;2;3;2;4;4;3;3;2;4;1;3;2;5;5;5;5;5;3;3;3;5;2;2;1;3;2;;1;2;3;2;1;3;2;;1;2;1;1;1;2;3;3;1;6;;3;24;7;;3;24;2;42;4;13;13;3;1;1;0;0;0;9560;1;3;5;1;2399;2399;5;2;1;;23400;8514;8514;;;;1;1;59;5;132;4;3;4;2340;;540;740;630;620;14419;1,4419;1,05558;7;1,514428
12516;2002;2;6;4;9560;75;900;742;720;701;2;0;1;1;0;0;0;1;1;3;2;37;;;1;2;;1;1;6;9;1;7;3;18;0;5;8;8;4;8;4;1;0;8;2;;;1;3;1;1;1;1;2;1;1;1;3;1;1;3;3;1;2;1;1;2;3;2;3;3;3;2;2;2;2;2;1;2;2;3;2;4;1;2;2;2;2;3;2;2;2;2;2;8;3;2;2;3;2;8;1;3;1;2;4;4;2;2;1;2;1;2;1;1;1;5;5;5;5;5;2;1;5;1;2;5;1;5;1;1;2;8;3;1;2;1;1;1;5;1;1;5;1;1;1;1;1;1;1;1;5;1;1;1;5;2;4;1;3;5;1;5;5;5;1;2;5;2;2;1;1;1;4;2;1;4;2;1;1;2;3;4;5;4;6;3;10;7;6;1;3;3;1;5;1;4;1;5;5;4;3;2;5;3;4;1;5;4;4;3;2;5;2;4;1;5;5;3;3;2;4;2;5;1;5;4;4;3;5;2;1;2;5;1;1;2;;2;;1;2;2;1;1;2;1;4;1;1;1;2;2;2;1;2;1;5;;1;1;7;;1;1;2;43;2;4;12;3;2;1;0;0;0;9560;1;4;2;1;180;185;10;;;;;;;;;;;1;58;5;;;;1;;;800;632;620;610;14006;1,4006;1,05558;7;1,47105
12516;2002;1;10;2;9310;76;530;;;;2;0;1;1;1;0;0;2;8;3;2;65;;;8;3;;8;8;5;3;6;4;2;2;9;2;5;5;6;2;1;4;9;6;2;;;3;2;2;2;2;1;1;2;3;1;3;1;1;3;3;2;2;2;1;2;2;1;1;3;2;2;2;2;3;3;2;3;3;3;2;1;2;2;3;2;2;3;1;2;3;2;2;2;2;1;3;3;2;2;2;3;2;2;3;3;2;2;2;2;2;1;2;5;3;4;4;3;2;5;2;2;2;3;3;4;5;5;1;5;5;4;4;4;2;1;2;4;2;1;4;5;2;2;4;2;4;4;1;3;4;2;2;4;2;2;2;2;4;4;3;2;2;3;3;2;3;1;1;2;2;2;3;2;2;3;2;2;2;3;3;8;3;4;8;2;2;3;9;2;3;3;2;3;1;3;3;1;3;3;3;4;4;3;3;4;2;4;3;2;2;4;3;4;3;3;4;3;3;2;4;3;4;4;3;5;4;3;5;2;2;2;5;2;4;1;2;2;;2;2;2;2;2;2;1;7;2;;2;2;2;2;3;2;1;5;;1;7;3;2;3;7;2;67;2;7;13;3;2;0;1;1;0;9310;2;4;5;1;4090;4090;5;2;2;30;32310;8511;8511;;;;8;1;34;3;133;4;3;7;3231;;650;;;;16360;1,636;0,9075;7;1,469848
12516;2002;1;11;3;9310;76;530;;;;2;0;1;1;1;0;0;3;8;3;2;65;;;2;2;2;1;1;5;4;6;2;2;5;7;2;3;3;5;5;3;3;7;5;2;;;7;3;3;3;8;1;8;2;3;1;2;2;2;2;3;2;2;1;1;2;2;1;2;4;2;2;4;4;4;3;2;3;3;4;4;1;2;2;3;2;3;2;2;3;3;3;3;1;1;2;2;3;2;2;8;3;3;3;3;8;1;2;2;2;1;1;1;1;3;4;3;4;2;2;4;1;3;5;4;4;4;4;4;3;4;5;5;1;4;1;5;1;1;1;4;5;5;5;5;5;1;4;1;2;4;3;3;5;1;2;2;4;2;4;2;1;1;1;1;2;2;1;1;2;1;2;3;2;2;3;1;1;2;2;1;7;6;5;6;2;2;5;6;2;2;2;2;1;1;2;2;1;3;4;8;4;3;2;3;4;2;3;4;4;3;4;3;3;3;4;3;2;2;2;5;1;3;2;2;1;5;4;3;2;2;3;4;2;4;2;;2;;2;1;2;1;1;2;1;7;8;;2;2;2;1;4;3;1;3;2;1;1;1;2;1;1;1;54;2;9;12;3;2;0;0;1;0;9310;1;3;2;1;1650;1650;4;1;1;;34190;6510;6510;;;;8;1;47;4;133;4;3;2;3419;;650;;;;13709;1,3709;0,9075;7;1,231671
12516;2002;1;5;2;9310;76;530;;;;2;1;0;0;0;0;0;3;90;;;;;1;90;;8;90;1;8;5;5;3;3;5;5;5;8;7;5;5;4;5;5;5;1;1;2;;3;3;1;8;8;8;8;3;1;8;8;8;8;8;3;2;2;1;2;2;2;1;2;2;2;1;2;4;2;1;2;2;4;2;1;2;2;3;2;2;2;1;2;3;2;2;2;1;1;2;3;2;2;2;2;2;2;3;2;2;2;2;2;2;1;1;5;4;4;3;2;2;2;2;1;4;4;4;1;2;4;3;5;4;4;5;5;1;2;3;2;1;1;5;5;4;4;4;1;4;1;1;8;8;8;8;8;2;2;4;3;1;2;4;1;2;8;2;2;3;1;1;2;4;4;4;3;3;4;3;3;3;3;2;5;7;18;18;18;18;18;18;18;2;2;1;2;1;8;2;2;2;3;3;2;4;8;8;2;4;4;8;8;8;8;8;8;8;8;3;3;3;2;4;1;4;2;5;2;3;3;3;2;2;3;3;2;3;2;;2;;2;2;3;3;2;2;8;;8;;2;2;2;2;4;2;1;3;2;1;1;1;1;1;1;1;72;3;8;9;3;2;0;1;0;0;9310;1;3;2;1;250;252;3;1;1;;74122;5220;5220;;;;1;1;29;2;134;7;4;1;7412;;650;;;;15534;1,5534;1;7;1,5534
12516;2002;1;3;3;9310;76;701;;;;2;0;1;1;1;0;0;1;1;1;2;11;5;;1;2;;1;1;6;5;3;5;0;4;3;1;5;6;6;5;1;5;4;4;2;;;1;3;1;1;1;1;1;1;1;1;1;1;1;1;3;2;2;8;2;2;2;2;1;3;2;1;1;1;2;2;3;4;4;4;2;2;4;1;2;2;3;2;2;2;2;2;2;2;2;2;3;3;3;2;8;3;2;2;2;3;2;2;1;1;1;2;5;2;1;4;5;4;5;5;5;3;5;2;5;5;2;2;4;1;4;4;2;2;3;1;4;1;3;3;3;4;5;3;4;4;4;4;1;4;4;2;2;4;4;1;2;4;2;4;3;2;3;1;3;2;3;2;1;2;1;2;4;2;2;3;1;1;2;2;2;4;5;5;7;4;10;6;7;1;2;2;2;3;1;3;1;4;4;2;2;1;3;1;3;1;4;4;3;3;2;4;1;3;2;4;4;2;3;1;3;1;3;1;4;3;5;5;5;3;2;5;5;1;4;2;;2;;1;1;1;2;1;1;1;1;1;1;1;2;2;2;1;3;1;4;1;3;7;7;;3;6;1;59;2;8;12;3;2;0;0;1;0;9310;1;4;5;1;870;870;5;2;1;;34600;8530;8530;;;;1;1;42;4;133;4;3;2;3460;;610;;;;13709;1,3709;1,05558;7;1,439856
12516;2002;1;3;2;9310;76;600;;;;4;0;1;1;0;0;0;2;8;3;3;31;;;8;3;;8;8;4;1;9;0;6;7;8;0;8;8;8;5;5;7;9;1;1;7;1;;3;3;3;3;3;3;3;3;2;3;3;3;3;3;2;1;2;1;1;2;1;2;2;2;2;2;3;5;4;5;3;3;5;3;2;1;2;2;2;3;1;1;2;3;1;1;2;2;2;2;2;1;1;2;2;3;2;2;2;1;1;2;2;1;3;1;5;1;1;5;2;1;3;4;2;3;5;1;5;5;1;1;3;1;3;5;5;4;1;5;4;2;4;4;5;5;3;2;2;1;1;1;5;5;2;5;5;3;5;1;3;5;5;5;1;4;1;3;2;1;1;1;3;2;1;2;1;1;2;3;1;1;2;1;8;4;5;8;0;10;6;8;0;3;4;2;4;1;4;2;4;2;4;4;2;5;1;3;2;5;2;4;4;3;5;1;3;3;5;2;3;3;2;5;1;3;2;5;2;5;5;5;2;1;3;4;1;5;2;;2;;2;1;3;1;1;1;1;7;1;7;2;2;2;1;3;3;1;5;;1;7;7;;1;7;1;69;2;18;18;3;2;0;1;1;0;9310;1;3;2;4;;;6;3;3;;13111;100;100;;;;8;1;32;3;11;1;1;;1311;;900;;;;15534;1,5534;0,9075;7;1,395637
12516;2002;2;2;2;9370;76;530;;;;2;0;1;1;0;0;0;3;2;1;3;29;1;;2;2;;2;90;7;8;5;6;0;1;2;0;4;5;19;7;0;1;1;19;2;;;18;3;2;1;3;1;1;1;1;1;1;1;1;8;3;2;2;2;1;2;2;2;1;4;2;3;2;2;3;2;1;3;2;2;2;1;4;1;3;3;2;2;2;2;2;2;2;2;2;2;2;3;2;2;1;3;2;2;3;2;2;1;1;1;2;1;3;3;8;8;5;4;3;5;5;4;4;1;4;8;4;1;4;1;5;3;3;4;5;1;5;2;3;2;5;3;5;5;5;2;2;5;1;3;4;3;2;2;4;1;5;3;3;4;2;3;3;2;3;2;2;5;1;3;3;4;4;2;3;3;3;3;3;3;5;5;6;6;7;3;10;6;8;1;2;2;1;3;1;2;1;3;4;3;2;1;4;3;2;1;4;4;3;3;3;4;3;3;2;4;3;4;4;3;5;1;2;1;5;5;5;5;5;2;1;2;5;1;4;2;;2;;2;2;4;2;1;2;1;1;2;;2;2;2;2;3;1;1;4;1;4;3;3;1;3;2;2;71;2;10;16;3;2;0;0;1;0;9370;1;4;5;1;2160;2160;5;2;1;;21130;2400;2400;;;;1;1;30;3;132;3;2;4;2113;;650;;;;16360;1,636;0,9395;7;1,603476
12516;2002;1;5;4;9370;76;600;;;;1;0;1;1;0;0;0;2;1;3;1;11;;;1;3;;1;1;10;10;5;8;0;6;3;3;10;10;5;8;0;5;5;10;1;1;1;;3;3;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;2;2;1;2;1;1;1;1;2;3;1;2;2;2;1;2;4;1;2;3;2;3;2;2;2;2;2;2;2;2;2;3;3;2;1;3;4;2;2;2;2;2;2;2;1;1;1;1;5;3;5;2;2;5;5;1;4;2;4;2;1;1;1;1;3;1;5;1;2;1;1;2;1;1;2;2;5;2;2;1;1;1;1;1;4;2;2;2;1;1;2;4;2;3;1;1;1;2;1;2;2;1;1;2;4;3;3;2;2;2;3;2;2;2;2;5;5;5;5;3;10;5;6;0;3;4;2;4;1;3;3;5;4;3;3;3;4;2;3;3;5;3;4;4;1;4;1;4;2;5;4;5;5;1;5;1;5;1;5;5;5;5;5;5;1;5;5;3;5;1;2;2;;2;1;1;1;2;1;1;1;1;28;2;2;2;1;4;1;1;1;1;1;97;10;;1;97;1;43;3;7;11;3;2;1;0;0;0;9370;1;1;2;1;120;120;3;1;1;;83340;6110;6110;;;;1;1;58;5;134;8;5;1;8334;;900;;;;14545;1,4545;1,05558;7;1,527661
12516;2002;1;3;5;9850;259;720;790;;;3;0;1;0;0;0;0;3;1;2;3;50;6;;90;;8;90;1;4;3;3;5;6;2;2;1;5;6;4;5;4;2;3;7;2;;;1;2;1;1;3;1;1;3;3;3;3;3;3;3;3;3;1;2;1;2;1;1;1;3;3;2;3;3;3;4;3;3;4;2;2;2;1;1;3;2;2;1;1;1;3;2;1;1;1;1;1;3;2;2;1;2;1;1;1;1;1;1;1;2;2;2;1;1;1;1;1;1;2;1;1;1;2;5;1;1;1;4;2;1;1;1;3;5;1;1;1;1;5;1;3;3;1;1;1;1;1;1;2;1;1;1;3;3;3;1;3;1;1;1;1;3;3;1;4;4;4;2;2;8;4;4;4;4;4;4;3;4;4;4;5;3;4;5;4;3;5;2;5;1;4;4;4;4;1;4;3;3;1;2;2;2;3;4;3;3;3;3;3;3;2;2;2;2;2;2;2;5;4;5;3;1;3;3;3;1;5;5;5;5;1;3;5;1;1;2;;2;;2;1;5;3;3;1;1;5;1;5;2;2;2;1;3;8;6;;;;;;;;;2;29;5;3;3;1;1;1;0;0;0;9850;2;1;6;4;;;10;;;;;;;;;;;1;72;7;;;;;;;620;690;;;13451;1,3451;1,05558;4;1,412759
12516;2002;1;2;5;9850;259;720;730;;;2;1;0;0;0;0;0;3;1;3;2;90;;;1;3;;1;1;4;4;0;0;0;4;4;1;4;5;1;4;1;3;5;1;1;1;1;;2;1;1;1;1;1;1;1;8;1;1;1;1;1;1;1;2;1;1;1;2;2;3;3;3;8;2;2;8;3;3;2;2;2;1;2;8;8;1;2;1;8;8;3;8;8;2;2;1;8;3;2;2;1;1;1;8;8;1;2;2;8;8;2;3;8;1;1;1;1;8;1;5;1;1;1;5;1;1;8;1;8;1;8;8;5;5;8;1;1;5;5;8;1;8;5;1;1;1;5;1;;5;5;1;1;5;5;1;5;5;1;1;1;1;1;8;8;1;1;2;3;8;8;4;4;4;4;4;4;8;4;4;5;8;7;4;4;18;5;3;8;1;3;8;8;8;1;8;2;5;1;2;3;3;8;1;2;2;1;2;1;1;8;8;1;8;8;8;1;1;1;8;8;8;8;8;8;1;2;4;8;8;8;8;8;8;1;2;;2;;2;1;5;1;1;3;1;1;2;;2;2;2;8;4;3;6;;;;;;;;;1;16;2;2;3;1;2;1;0;0;0;9850;2;1;6;4;;;10;;;;;;;;;;;2;85;8;;;;;;;620;640;;;6671;0,6671;1,05558;4;0,700655
12516;2002;1;11;4;9850;259;760;;;;3;0;1;0;0;0;0;2;6;2;1;67;;;13;1;1;13;6;0;0;8;1;10;5;7;1;2;2;7;4;10;2;7;2;2;;;5;3;2;8;8;1;2;8;1;2;2;2;2;2;3;8;2;2;2;2;2;2;1;3;2;8;3;3;3;5;3;4;4;5;4;1;4;2;3;2;3;8;2;8;3;3;3;2;1;1;3;3;2;2;1;2;3;8;2;3;1;2;8;1;1;3;1;1;1;8;1;5;5;1;1;1;5;5;5;1;1;5;1;1;5;8;5;3;3;2;3;4;5;1;2;3;1;1;1;1;4;1;2;1;3;2;2;4;5;4;5;1;3;4;2;2;2;1;2;2;3;5;2;2;4;1;1;3;8;2;2;2;2;2;1;7;5;4;8;2;10;1;9;2;5;4;2;4;1;4;2;4;1;4;4;2;4;3;4;3;4;4;5;4;2;4;3;4;4;5;5;5;5;1;5;1;5;1;5;1;5;5;4;2;3;3;4;2;4;2;;2;;2;2;3;3;1;2;1;5;1;28;2;2;2;1;3;3;1;1;1;1;20;10;;1;20;2;46;4;3;3;1;1;1;0;0;0;9850;2;3;2;1;270;270;10;;;;;;;;;;;1;55;5;;;;1;;;680;;;;8173;0,8173;1,10529;4;0,938514
12516;2002;1;5;5;9850;259;559;;;;3;0;0;1;0;0;0;2;8;3;2;50;;;92;8;1;12;8;4;4;8;1;2;4;10;1;1;1;7;1;2;4;9;1;2;;;7;2;2;2;8;8;8;2;8;2;2;2;8;2;8;3;2;2;1;2;1;1;1;3;3;3;3;2;3;4;3;3;8;4;3;1;3;8;8;8;2;8;2;8;3;8;8;8;1;2;2;8;3;2;1;3;1;8;3;8;2;8;8;2;1;1;8;3;1;1;1;8;1;2;1;1;2;2;1;1;1;5;2;1;1;1;8;8;3;1;8;1;1;1;2;1;1;2;1;1;1;1;1;1;2;8;2;1;1;1;2;1;1;1;1;1;8;3;1;3;8;4;1;2;4;2;4;3;3;4;2;3;3;3;3;10;1;1;8;1;5;5;10;1;3;3;2;5;1;3;2;4;2;8;8;4;8;2;3;1;5;3;8;8;8;8;8;8;8;8;3;5;8;8;8;1;5;1;8;3;8;8;8;8;8;8;8;8;3;2;;2;;2;1;1;1;1;8;1;7;1;7;2;2;2;3;2;1;1;5;;1;97;10;;1;7;2;18;5;2;2;1;1;1;0;0;0;9850;3;1;6;4;;;10;;;;;;;;;;;1;83;8;;;;;;;520;;;;13451;1,3451;0,9075;4;1,208492
12516;2002;1;9;5;9850;259;530;550;559;;3;0;1;0;0;0;0;1;1;3;2;50;;;1;1;;1;1;4;1;1;4;1;1;1;1;4;4;1;3;1;3;1;2;1;1;1;;3;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;2;3;1;1;1;1;1;1;4;4;1;1;4;5;2;1;2;2;3;3;2;2;2;2;3;3;3;1;1;1;2;3;2;2;8;3;3;1;3;1;2;2;8;2;1;1;5;1;1;1;1;8;1;2;1;1;5;1;1;2;1;1;2;1;1;1;5;5;2;2;1;1;5;1;2;5;8;1;1;1;1;1;2;1;1;5;5;5;1;1;8;1;2;3;1;1;2;8;1;3;5;2;2;1;8;8;8;4;4;4;1;3;4;1;5;7;7;3;18;18;9;8;9;1;4;2;3;3;1;4;1;2;1;4;3;2;4;4;3;4;3;2;3;8;8;8;8;8;8;8;1;5;8;1;1;1;1;1;5;1;5;8;4;2;1;2;5;1;1;2;;2;;2;2;1;1;1;1;1;1;1;1;2;2;2;1;2;2;6;;;;;;;;;2;27;5;2;2;1;1;1;0;0;0;9850;2;1;6;4;;;10;;;;;;;;;;;1;74;7;;;;;;;650;500;520;;13451;1,3451;1,05558;4;1,412759
