"sample","gender","birthyear","Q3","Q4","Q5","Q5_o1","Q5b_1","Q5b_2","Q5b_3","Q5b_4","Q5b_5","Q5b_o1","Q5b_o2","Q5b_o3","Q5b_o4","Q5c","Q6","Q7","Q8","Q9","Q10_1","Q10_2","Q10_3","Q10_4","Q10_5","Q10_6","Q11","Q13a","Q13b","Q13c","Q14_1","Q15_1","rand_q16","Q16","Q17","Q18","rand_q19","Q19a","Q19b","Q20","Q21_01","Q21_02","Q21_03","Q21_04","Q21_05","Q21_06","Q21_07","Q21_08","Q21_09","Q21_10","Q21_11","Q21_12","Q21_13","Q21_14","Q21_15","Q21_16","Q22","Q23_A","Q23_B","Q23_C","Q23_D","Q23_F","Q23_I","Q23_M","Q23_O","Q23_V","Q23_Æ","Q23_Ø","Q23_Å","Q24_1","Q24_2","Q25_A","Q25_B","Q25_C","Q25_D","Q25_F","Q25_I","Q25_M","Q25_O","Q25_V","Q25_Æ","Q25_Ø","Q25_Å","Q26_A","Q26_V","Q26_C","Q26_M","Q27","Q28","Q29","Q30","Q31","Q32","Q33_1","Q33_2","Q33_3","Q33_4","Q33_5","Q33_6","Q33_7","Q33_8","Q33_9","Q33_10","Q33_11","Q33_12","Q33_13","Q33_14","Q33_15","Q34_1","Q34_2","Q34_3","Q34_4","Q34_5","Q34_6","Q34_7","Q35_1","Q35_2","Q35_3","Q35_4","Q35_5","Q35_6","Q35_7","Q36_1","Q36_2","Q36_3","Q36_4","Q36_5","Q36_6","Q36_7","Q37","Q38","Q39","Q40","Q41_1","Q41_2","Q41_3","Q41_4","Q41_5","Q42","Q43_1","Q43_2","Q43_3","Q43_4","Q43_5","Q44_1","Q44_2","Q45","Q46","Q47_1","Q47_2","Q47_3","Q47_4","Q47_5","Q47_6","Q47_7","Q47_8","Q47_9","Q47_10","Q47_11","Q48_1","Q49_1","Q49_2","Q49_3","Q49_4","Q49_5","Q49_6","Q49_7","Q49_8","Q49_9","Q49_10","Q49_11","Q49_12","Q49_13","Q49_14","Q49_15","Q49_16","Q49_17","Q49_18","Q50","Q51_1","Q51_2","Q51_3","Q51_4","Q51_5","Q51_6","Q51_7","Q51_8","Q51_9","Q51_10","Q51_11","Q51_12","Q51_13","Q51_14","Q51_15","Q51_16","Q51_17","Q51_18","Q52_1","Q52_2","Q52_3","Q52_4","Q52_5","Q52_6","Q52_7","Q52_8","Q52_9","Q52_10","Q52_11","Q52_12","Q53","Q54","Q55","Q55a_1","Q55a_2","Q55a_3","Q56","Q57","Q58","Q59","Q60_1","Q60_2","Q60_3","Q61_1","Q61_2","Q61_3","Q61_4","Q61_5","Q62_1","Q62_2","Q62_3","Q62_4","Q62_5","Q62_6","Q62_7","rand_q63","Q63_1","Q63_2","Q63_3","Q63_4","Q63_5","Q63_6","Q63_7","Q63_8","Q63_9","Q63_10","Q63_11","Q63_12","Q63_13","Q63_14","Q63_15","Q63_16","Q63_17","Q63_18","Q63_19","Q64_0","Q64_A","Q64_B","Q64_C","Q64_D","Q64_F","Q64_I","Q64_M","Q64_O","Q64_V","Q64_Æ","Q64_Ø","Q64_Å","rand_q65","Q65_0","Q65_A","Q65_B","Q65_C","Q65_D","Q65_F","Q65_I","Q65_M","Q65_O","Q65_V","Q65_Æ","Q65_Ø","Q65_Å","rand_q66","Q66_0","Q66_A","Q66_B","Q66_C","Q66_D","Q66_F","Q66_I","Q66_M","Q66_O","Q66_V","Q66_Æ","Q66_Ø","Q66_Å","rand_q67","Q67_0","Q67_A","Q67_B","Q67_C","Q67_D","Q67_F","Q67_I","Q67_M","Q67_O","Q67_V","Q67_Æ","Q67_Ø","Q67_Å","rand_q68","Q68_0","Q68_A","Q68_B","Q68_C","Q68_D","Q68_F","Q68_I","Q68_M","Q68_O","Q68_V","Q68_Æ","Q68_Ø","Q68_Å","rand_q69","Q69_0","Q69_A","Q69_B","Q69_C","Q69_D","Q69_F","Q69_I","Q69_M","Q69_O","Q69_V","Q69_Æ","Q69_Ø","Q69_Å","rand_q70","Q70_0","Q70_A","Q70_B","Q70_C","Q70_D","Q70_F","Q70_I","Q70_M","Q70_O","Q70_V","Q70_Æ","Q70_Ø","Q70_Å","Q71_01","Q71_02","Q71_03","Q71_04","Q71_05","Q71_06","Q71_07","Q71_08","Q71_09","Q71_10","Q71_11","Q71_12","Q71_13","rand_q72","Q72_1","Q72_2","Q72_3","Q72_4","Q72_5","Q72_6","Q72_7","Q72_8","Q72_9","Q72_10","Q73_01","Q73_02","Q73_03","Q73_04","Q73_05","Q73_06","Q73_07","Q73_08","Q73_09","Q73_10","Q73_11","Q73_12","Q73_13","Q73_14","Q73_15","Q74","Q74_o1","Q75","Q76","Q77","Q77_o1","Q78","Q79","Q80","Q81","Q82","Q83","Q84","Q85_1","Q85_2","Q85_3","Q85_4","Q85_5","Q85_6","Q85_7","Q85_8","Q85_9","Q85_10","Q86","Q87","Q88","Q89","Q90","Q91","Q92","Q93","Q94","Q95","Q96","Q97","Q98","Q99","Q100","Q101","Q102","Q103","Q104","Q105","starttidspunkt","sluttidspunkt","cawi_papi","startdato","slutdato","lenght","region","kommunekode","kommunenavn","alder_på_valgdag","kon","udd","alderkat","parti22","q98_simpel","q102_simpel","samlet_simpel","q98_udvidet","q102_udvidet","samlet_udvidet","q98_socio","q102_socio","samlet_socio","Q6_problem","Q7_problem","Q8_problem","Q9_problem","weight_1","weight_2","weight_3","weight_4","weight_5","Løbenummer"
1,2,1973,1,1,1,2,1,1,1,1,0,0,2,0,0,9,1,1,1,3,1,1,1,0,0,0,2,1,2,3,2,2,1,1,6,1,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,6,7,4,0,10,5,5,0,4,0,8,9,8,2,6,4,3,0,10,7,2,2,4,0,7,10,3,3,4,5,2,,,6,3,1,6,6,1,1,1,30,30,30,29,6,30,6,6,6,30,6,6,30,28,6,6,29,8,8,8,8,8,7,8,4,11,11,3,3,3,11,4,1,2,2,5,2,2,2,5,3,3,4,4,4,,3,2,2,2,3,1,4,4,4,5,5,2,4,4,5,7,4,4,3,5,3,3,3,5,5,3,4,3,2,3,4,3,2,4,1,1,1,2,5,4,5,2,3,2,5,4,2,4,2,5,5,4,5,2,2,4,4,3,2,4,4,4,3,5,2,2,1,2,1,1,5,1,4,1,3,5,1,1,5,2,2,2,2,2,2,4,5,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,2,1,2,3,5,6,8,10,3,9,8,9,9,10,0,3,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,5,2,3,2,1,5,2,2,1,2,1,5,5,1,3,4,4,1,1,5,2,2,1,2,1,5,5,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,175,,22,1,9,10,15,6,5,4,2,2,1,1,2,2,1,2,5,1,2,4,2,,,2,5,1,10,1,15,,1,1,1,1,3,,,,,6,"15:30:01","16:23:49","CAWI","2022-11-02","2022-11-02",53.8,2,350,"Lejre",49,2,6,3,6,2,,2,4,,4,132,,132,845,633,751,3,0.669642032294962,1.15814307883934,0.790605659028824,0.670769334876023,0.767696207824072,1341
1,2,1982,1,1,1,2,1,1,1,1,0,1,1,0,0,8,1,1,1,2,1,1,1,0,0,0,2,1,1,3,7,0,0,,22,2,1,3,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,4,7,1,5,4,4,1,9,1,1,1,6,7,7,4,6,1,6,5,5,1,7,2,1,1,3,2,3,3,2,,,22,3,1,22,22,22,22,22,,22,30,30,1,6,,30,6,6,,22,22,28,6,22,,11,11,11,11,11,11,11,11,11,11,11,11,11,11,3,2,3,3,4,4,3,3,4,3,3,4,3,4,2,3,,2,2,4,3,3,3,3,4,4,4,4,4,5,6,4,4,4,3,,4,3,3,3,4,4,3,3,2,3,4,3,3,1,3,2,3,5,4,4,3,3,4,3,4,,3,3,4,3,5,4,3,4,4,4,2,2,3,4,4,4,4,3,2,2,2,1,,4,2,,,3,4,2,3,4,3,2,3,4,2,3,2,5,4,2,2,0,,,,,,,,,,,,,,,,,,,,6,5,5,6,9,4,7,6,8,6,7,1,1,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,3,3,3,2,1,4,2,2,1,2,2,5,,1,3,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,175,1,22,1,8,11,15,6,5,4,1,1,1,1,1,2,1,2,2,1,1,2,2,,,,6,1,10,1,16,,1,1,1,4,3,,,,,22,"19:22:09","20:10:23","CAWI","2022-11-20","2023-01-13",,2,350,"Lejre",40,2,6,3,22,2,,2,2,,2,131,,131,670,845,633,3,0.85893136481128,1.15814307883934,0.790605659028824,0.670769334876023,1.02200740748058,2017
1,2,1991,4,2,1,2,1,1,1,1,0,2,0,0,0,7,1,1,1,1,1,1,0,0,0,0,2,1,2,3,0,4,1,1,6,1,1,5,,2,,,,,,,,,,,,,,,,,1,0,4,0,0,7,0,1,1,1,0,5,,6,1,0,,0,0,4,0,2,0,0,0,4,,5,4,3,3,1,6,2,,3,1,,,,,,,,,28,,6,30,28,6,,15,,22,,6,6,,9,11,2,2,10,4,11,3,3,10,2,5,5,8,2,1,4,2,5,5,1,1,5,4,3,4,,3,3,2,3,2,2,3,1,4,5,4,4,2,1,5,5,,8,2,2,5,5,2,,2,3,5,5,2,4,5,2,2,5,5,5,1,2,2,2,3,4,3,1,,,5,2,2,3,1,,,3,5,1,5,4,,4,1,3,3,5,5,5,5,4,4,3,1,3,1,3,4,,3,3,4,2,5,1,5,2,3,5,1,5,5,5,4,1,0,,,,,,,,,,,,,,,,,,,,4,6,5,10,10,2,10,7,7,8,7,0,2,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,4,,,,,,,,,,,5,5,1,4,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,3,4,3,3,2,3,3,4,3,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,22,,,9,11,6,5,2,4,4,5,2,4,1,1,5,4,5,3,4,1,1,3,,6,1,8,1,10,,1,1,1,1,3,,,,,6,"06:14:20","06:43:46","CAWI","2023-01-19","2023-01-19",29.4333333333333,2,350,"Lejre",31,2,5,2,6,3,,3,4,,4,133,,133,670,614,633,120,0.687698228343991,0.935915205213758,0.809063476290384,0.799704347970679,0.767696207824072,1208
1,1,1944,2,4,1,,,,,,,,,,,9,,,,,,,,1,,,2,2,,,7,0,,1,6,3,,2,,1,1,,,,,,,,,,,,,,,,1,,2,0,0,9,0,0,0,3,0,7,4,10,0,,2,0,0,,0,0,2,3,0,7,4,2,3,5,5,1,1,1,,3,,2,1,1,,30,,30,,28,2,1,,28,30,30,6,,,2,28,1,,8,7,7,,8,,7,8,,,2,8,8,99,2,1,2,2,5,5,1,1,3,3,3,4,,3,3,3,3,1,2,1,2,2,3,3,3,3,1,3,2,3,5,3,5,5,3,4,3,5,5,4,3,1,3,4,2,2,5,1,5,,2,2,3,3,3,2,2,3,3,3,,,5,1,5,5,4,5,3,3,3,3,2,2,2,3,2,3,3,3,3,2,2,3,2,3,2,2,1,6,3,3,2,4,4,2,4,4,5,5,3,5,5,1,3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,6,0,0,10,0,5,0,0,0,10,10,,4,3,5,4,1,3,1,3,1,2,1,4,4,,4,5,3,1,1,5,1,3,1,3,1,5,5,,3,4,3,1,1,4,1,3,1,2,1,4,4,,1,3,3,1,1,3,2,3,2,3,2,3,3,,3,3,3,2,4,3,4,3,3,3,4,1,1,,3,3,3,2,2,3,3,3,3,3,3,4,4,1,,,,,,,,,,,,,,3,3,2,2,2,2,2,3,3,3,1,1,,,,,,,,,,,,,,,180,,22,,,3,4,6,2,4,2,2,5,1,2,5,2,1,1,2,2,2,1,1,2,1,1,1,3,2,,,1,9,,,,1,,1,,1,,,"PAPI",,,,2,360,"Lolland",78,1,3,6,6,6,4,4,9,7,7,32,134,134,751,650,800,610,0.707307715166446,0.80719319096318,0.918418958871566,1.20374197367751,0.767696207824072,1101
1,1,1945,5,4,,,,,,,,0,,,,9,,,,,,,,1,,,3,2,,,7,0,,1,13,3,,3,,2,,,,,,,,,,,,,,,,,22,5,2,6,6,1,1,7,1,6,6,0,0,,7,5,3,7,7,3,0,,2,6,7,0,0,1,3,3,4,2,,,13,3,1,30,13,22,,13,22,3,4,2,13,1,1,6,4,4,4,22,3,29,28,15,28,10,8,8,0,7,8,3,9,7,7,1,5,6,3,3,3,2,2,3,4,3,5,3,3,5,3,2,3,3,4,4,2,2,3,4,4,3,2,2,2,1,3,4,3,6,4,3,4,2,3,3,2,3,4,3,2,2,2,1,1,3,1,5,2,4,3,2,3,1,1,4,3,5,4,2,1,1,2,4,3,1,2,1,4,3,2,2,1,1,2,3,4,1,5,3,3,3,1,5,1,3,4,2,4,3,4,4,4,3,3,2,4,3,5,1,5,4,1,3,,2,1,3,3,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,10,0,5,10,10,0,9,10,10,10,10,0,0,,2,3,,2,1,5,4,2,1,2,1,5,5,,4,3,4,3,4,5,4,3,4,4,3,5,5,,3,4,4,3,3,5,5,3,5,3,3,5,5,,1,4,2,1,1,5,5,2,1,1,1,5,5,,2,4,4,3,3,1,1,2,4,3,3,1,1,,5,3,3,5,5,1,1,4,4,4,5,1,1,1,,,,,,,,,,,,,,3,2,4,1,1,2,1,2,1,1,,,,,,,,,,,,,,,1,,189,,22,,20,3,3,6,4,1,5,4,5,1,4,5,3,4,4,2,4,1,,,,3,4,,,,1,,1,9,,,,1,,1,,13,,,"PAPI",,,,2,360,"Lolland",77,1,1,6,13,6,5,5,9,8,8,32,135,135,9,9,9,9,0.996572657745225,0.80719319096318,1.03647602325664,1.46895930197386,0.950831173929923,1722
1,1,1948,3,3,2,,,,,,,,,,,9,2,,,,1,0,0,0,0,0,2,1,1,1,7,7,0,,,2,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,1,4,0,1,0,2,1,5,6,0,0,1,6,1,0,5,0,2,1,4,1,5,7,0,0,5,3,4,3,2,,,31,1,1,,,,,,,,,,,,,,,,30,,,,,,,11,11,11,11,11,11,11,11,11,11,11,11,11,11,3,4,3,4,,,,,,3,4,4,4,,,4,4,2,2,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,,5,5,,,,3,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,3,,4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,6,,,3,4,1,,,,,,,,,,,,,3,,,,2,,,2,3,,1,4,,,,,,"19:24:26","20:01:50","CAWI","2022-11-14","2022-11-14",37.4,2,360,"Lolland",74,1,1,6,88,6,,6,9,,9,3,,3,3,9,9,9,0.401137394459868,0.80719319096318,1.03647602325664,1.46895930197386,0.49961989553351,2679
1,2,1949,1,1,1,,,,,,,,,,,5,,,,,1,1,,,,,2,1,1,1,7,7,,1,6,1,,4,,2,,,,,,,,,,,,,,,,,6,,,4,1,10,1,1,1,3,1,1,1,9,3,10,0,3,0,10,0,0,0,3,0,7,0,2,3,3,5,1,6,2,,3,1,6,1,1,1,6,6,1,1,6,1,6,6,6,6,6,6,6,3,,28,28,13,10,10,5,5,10,10,5,1,1,4,1,5,3,8,2,1,3,2,4,2,4,2,4,3,4,4,4,5,5,4,4,2,2,1,1,2,2,4,5,2,1,2,2,2,5,4,3,2,4,2,2,2,2,4,4,4,4,2,2,2,3,3,4,,1,1,1,2,1,1,1,1,3,3,1,1,3,1,5,5,2,2,1,3,2,3,3,1,1,1,2,4,4,4,3,3,2,2,2,2,2,2,1,4,2,2,2,5,5,1,3,5,2,2,2,4,4,2,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,3,,,,,,,,,,,,,,,3,3,4,2,1,3,1,2,3,3,1,5,2,,4,4,4,1,1,4,1,1,4,1,1,5,1,,3,3,4,1,1,4,1,1,1,1,1,4,1,,4,4,4,2,1,4,1,1,1,1,1,4,1,,1,1,2,3,5,3,5,5,3,3,5,3,5,,5,4,3,2,2,4,2,2,4,3,2,2,2,1,,,,,,,,,,,,,,2,3,3,3,2,3,2,2,2,2,1,,,,,,,,,,,,,,,,175,,2,,36,4,6,6,1,4,3,3,1,2,3,3,3,3,3,2,2,2,1,2,3,2,5,1,,1,10,,1,9,,,,1,,4,3,6,,,"PAPI",,,,2,360,"Lolland",73,2,2,6,6,6,3,3,9,4,4,32,132,132,610,621,845,170,0.540434319215818,1.12940829733144,0.649980313662203,0.803151716265759,0.767696207824072,1270
1,1,1952,1,1,2,,,,,,,,,,,6,2,,,,0,0,0,1,0,0,3,2,,,6,7,0,,1,3,2,,5,2,,,,,,,,,,,,,,,,,1,10,1,1,1,1,1,1,1,1,1,1,1,,,10,1,0,0,1,0,0,0,1,0,0,0,2,1,1,1,1,1,1,,3,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,30,30,30,30,30,30,10,10,10,8,10,10,10,11,11,11,11,11,11,11,2,1,2,2,5,5,3,1,5,3,4,4,,3,,4,4,2,2,1,1,1,1,1,5,5,1,,5,5,0,5,1,,5,1,1,3,5,5,5,5,5,5,1,5,5,1,5,2,1,1,,5,5,1,,,5,5,,1,5,5,1,5,,1,3,1,1,1,3,1,1,3,1,5,3,1,2,2,2,5,1,5,3,,1,4,1,5,3,5,1,1,3,5,5,5,,5,,,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,1,1,1,5,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,2,3,5,1,4,4,3,5,4,3,5,5,3,3,,2,2,1,1,2,,2,,,2,,,1,9,,,,1,1,2,1,1,"16:48:12","18:21:26","CAWI","2023-01-26","2023-01-26",93.2333333333333,2,360,"Lolland",70,1,1,6,1,6,5,5,9,8,8,32,135,135,3,9,9,9,1.09585627915524,0.80719319096318,1.03647602325664,1.46895930197386,1.0302575976287,101
1,1,1954,3,4,2,,,,,,,,,,,6,3,,,,0,0,0,1,0,0,3,1,1,2,3,7,1,1,15,3,1,4,,2,,,,,,,,,,,,,,,,,15,8,0,5,6,1,5,1,8,2,6,0,1,5,5,9,0,5,6,2,6,1,9,2,6,0,1,1,4,3,5,2,,,15,3,,15,,1,1,1,,,15,1,1,1,,,,15,15,1,9,2,,,,8,8,8,2,11,8,8,6,6,7,11,11,7,7,1,2,4,1,3,3,3,3,4,2,3,4,4,3,5,3,4,1,2,4,3,3,2,1,3,2,2,3,5,3,9,3,2,5,3,3,3,2,5,3,4,2,3,3,2,2,3,2,4,1,2,3,3,3,3,3,2,2,4,4,3,2,3,3,1,3,5,4,2,3,3,3,3,2,2,4,2,3,2,2,2,2,2,4,3,4,3,3,1,4,2,3,3,4,4,1,3,5,3,2,2,5,3,2,3,0,,,,,,,,,,,,,,,,,,,,8,7,3,8,8,3,9,3,8,7,7,1,2,1,1,2,5,2,1,4,,5,1,4,2,5,5,0,,,,,,,,,,,,,,1,3,3,5,3,3,5,3,4,3,2,2,5,5,1,1,2,5,2,1,4,2,4,1,3,2,5,5,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,1,5,2,4,2,2,2,3,3,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,175,1,22,1,8,8,8,1,1,4,1,1,5,3,5,5,5,2,2,5,5,5,,,,2,8,1,2,2,,,2,3,1,1,4,,,,,,"11:37:29","13:24:14","CAWI","2022-11-16","2022-11-16",106.75,2,360,"Lolland",68,1,3,5,15,1,,1,1,,1,11,,11,3,9,9,9,1.40811715665716,0.867881298065186,1.03276472016186,1.20374197367751,1.59570433876731,1816
1,2,1956,4,2,2,,,,,,,,,,,6,1,1,1,1,1,1,0,0,0,0,2,1,1,3,7,2,0,,6,2,2,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,7,4,2,0,9,4,5,3,4,0,8,4,9,4,8,1,0,0,7,6,5,2,4,0,6,5,2,3,5,4,2,,,6,3,1,28,28,15,6,6,6,1,30,6,30,6,6,28,30,28,6,30,3,,9,6,3,8,8,5,7,8,8,7,3,7,8,4,5,5,8,2,1,3,3,4,3,4,3,5,3,4,4,2,5,,4,3,2,2,1,4,3,4,5,3,4,1,4,3,5,3,5,2,5,3,4,1,2,5,5,4,3,4,2,4,2,5,2,4,1,2,1,1,4,3,2,2,1,3,5,3,1,3,1,5,4,2,2,3,3,2,2,3,1,2,3,2,5,3,5,3,3,2,2,1,4,4,3,1,4,4,3,3,4,5,5,4,5,5,5,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,3,1,1,1,2,5,4,9,10,2,7,6,8,7,10,1,7,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,3,3,4,1,1,4,2,2,2,2,1,5,5,1,2,3,3,1,1,5,2,3,2,2,1,5,5,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,0,0,0,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,176,,22,,,3,7,6,1,2,4,3,5,1,4,5,2,3,4,1,3,2,1,2,3,,5,1,8,1,11,,1,7,,,,1,1,1,3,6,"18:26:00","19:27:56","CAWI","2022-11-16","2022-11-16",61.9333333333333,2,360,"Lolland",66,2,5,5,6,6,3,3,9,4,4,32,133,133,650,621,731,633,0.787843844724131,1.19178110758464,0.901368069681866,0.799704347970679,0.767696207824072,1168
1,1,1959,3,4,2,,,,,,,,,,,6,1,1,1,1,0,0,0,1,0,0,3,2,,,7,1,1,1,1,3,1,4,,2,,,,,,,,,,,,,,,,,1,7,3,3,3,3,1,1,0,0,0,1,1,7,2,7,5,2,3,3,3,1,1,1,0,0,0,2,3,4,4,2,,,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,22,29,1,1,22,10,10,5,8,10,10,8,6,5,8,2,7,5,8,1,1,2,2,4,4,5,,5,3,2,2,2,3,3,3,3,2,2,2,1,3,4,5,4,4,1,,,5,5,3,2,2,5,2,2,5,2,2,4,2,3,3,2,1,5,2,2,2,1,2,1,4,4,2,2,2,5,4,2,2,2,1,4,5,2,2,1,4,2,1,4,1,2,1,2,4,2,3,4,4,3,5,2,5,2,3,2,1,2,2,1,5,1,1,3,5,5,5,3,5,5,2,2,1,1,1,1,1,3,1,1,3,1,1,1,3,1,1,1,1,2,1,1,8,8,,,,,,,2,1,1,1,1,1,4,4,,,,,,,,,,,,0,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,1,,5,,,,,,,5,,,,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,1,5,2,4,4,2,2,2,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,22,,,5,5,1,1,3,2,3,5,3,2,5,5,3,4,4,2,4,1,1,2,,2,1,8,2,,,1,9,,,,1,1,1,3,1,"15:19:38","15:54:03","CAWI","2022-11-02","2022-11-02",34.4166666666667,2,360,"Lolland",63,1,5,5,1,6,3,3,9,5,5,32,133,133,620,614,633,840,0.637828885394167,0.867881298065186,0.641299094513694,0.799704347970679,1.0302575976287,536
1,1,1959,1,1,2,,,,,,,,,,,5,1,1,3,,0,0,1,0,0,0,2,2,,,7,0,0,,15,3,2,,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,1,1,7,0,4,5,4,4,3,5,7,5,8,7,4,5,8,6,4,6,4,8,5,6,2,3,4,3,1,1,2,,3,1,1,30,30,1,1,30,22,30,30,6,30,30,30,30,15,15,30,30,30,30,30,1,9,9,8,2,7,9,2,7,6,7,2,8,8,4,3,1,2,2,4,4,4,3,3,3,2,3,3,2,3,4,3,1,2,3,4,3,3,3,2,2,2,4,4,3,7,3,2,3,2,3,3,2,2,3,3,3,4,2,3,3,5,2,5,1,1,3,2,3,3,2,2,3,4,5,4,2,3,3,3,2,5,2,3,3,3,3,2,3,3,4,3,3,3,3,3,2,2,3,2,2,3,2,1,4,3,4,3,4,2,1,3,4,3,4,2,5,5,3,3,1,3,3,3,3,3,3,1,3,1,1,3,3,3,1,3,3,3,3,3,5,7,1,1,4,8,5,5,6,7,5,5,5,1,3,3,5,3,2,4,3,3,2,3,1,3,3,0,,,,,,,,,,,,,,1,4,4,4,4,4,5,4,4,4,4,4,4,4,1,2,3,2,3,2,3,3,3,2,2,2,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,0,,,,,,,,,,,,,,1,0,0,0,1,0,0,1,1,0,0,0,0,0,,,,,,,,,,,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,,,,,,,6,7,6,1,4,2,2,1,1,1,1,1,2,3,1,1,1,1,1,1,,3,1,3,1,2,,1,,,,,1,1,1,1,1,"11:47:47","12:35:22","CAWI","2022-11-20","2022-11-20",47.5833333333333,2,360,"Lolland",63,1,3,5,15,,4,4,,8,8,,134,134,800,805,3,9,1.40811715665716,0.867881298065186,1.03276472016186,1.20374197367751,1.59570433876731,1799
